date,forecast_var,fold,actual_var,target,log_forecast
2020-11-20,0.00010892457397479249,Fold4_2020_COVID,4.721700211027753e-05,-9.960756516033529,-9.124854897147738
2020-11-23,0.00010516953117041292,Fold4_2020_COVID,3.571947180725945e-05,-10.239814589096115,-9.159936927268527
2020-11-24,9.038443285170047e-05,Fold4_2020_COVID,0.0002555306570909394,-8.27216816690433,-9.311438508362691
2020-11-25,0.00012504188631137176,Fold4_2020_COVID,2.381213394433604e-06,-12.947900370605891,-8.98686178630128
2020-11-27,9.555701977223636e-05,Fold4_2020_COVID,7.735504986963939e-06,-11.769689790102092,-9.255787422972517
2020-11-30,7.27156639270373e-05,Fold4_2020_COVID,1.968436470755441e-05,-10.835685907010138,-9.528953736838742
2020-12-01,6.884819169123834e-05,Fold4_2020_COVID,0.00011832480469631605,-9.042077132743229,-9.58360659760456
2020-12-02,8.236983002748434e-05,Fold4_2020_COVID,4.416293424954771e-06,-12.330209805328527,-9.404291328537777
2020-12-03,6.17298363081639e-05,Fold4_2020_COVID,7.427522842220674e-08,-16.415488340244586,-9.692743173300785
2020-12-04,4.832757917769957e-05,Fold4_2020_COVID,7.362687820104547e-05,-9.516500405947172,-9.937508162794872
2020-12-07,5.682000115193021e-05,Fold4_2020_COVID,4.230786151018017e-06,-12.373122730869806,-9.77562216126491
2020-12-08,4.96695925247429e-05,Fold4_2020_COVID,8.535920509744359e-06,-11.671227356362404,-9.910117632527893
2020-12-09,4.1125959272312785e-05,Fold4_2020_COVID,8.116419684104857e-05,-9.41903633363577,-10.098871023380257
2020-12-10,6.026491273921206e-05,Fold4_2020_COVID,1.0697411257162271e-07,-16.05067897033933,-9.716760501876363
2020-12-11,4.747930626996558e-05,Fold4_2020_COVID,1.3763418541633525e-06,-13.496081408783667,-9.955216599324377
2020-12-14,4.048240667332092e-05,Fold4_2020_COVID,2.013579563398512e-05,-10.813011449468366,-10.114643081360033
2020-12-15,4.405584497052702e-05,Fold4_2020_COVID,0.00018033081118057294,-8.620717553943377,-10.030052524928776
2020-12-16,7.274280563453467e-05,Fold4_2020_COVID,2.4583864331582506e-06,-12.916005344710996,-9.528580548424287
